Index, Time, t(seconds), T1,T2,T3,T4,T5,T6,T7,T8,Tenv,Tavg,Tmin,Tmax,Trange,Tsigma,,difference-in-temp
588, 2024/5/3 14:14:18,589.75,17.5,17.84,34.31,6.384,--,--,--,--,23.59,25.14,17.5,34.31,16.81,8.739886,,
589, 2024/5/3 14:14:19,590.75,17.48,17.83,34.34,6.376,--,--,--,--,23.6,25.14,17.48,34.34,16.86,8.7568,,
590, 2024/5/3 14:14:20,591.75,17.49,17.86,34.34,6.392,--,--,--,--,23.59,25.16,17.49,34.34,16.85,8.749934,,
591, 2024/5/3 14:14:21,592.75,17.52,17.85,34.31,6.376,--,--,--,--,23.59,25.15,17.52,34.31,16.79,8.729072,,
592, 2024/5/3 14:14:22,593.75,17.47,17.83,34.29,6.4,--,--,--,--,23.6,25.13,17.47,34.29,16.82,8.748854,,
593, 2024/5/3 14:14:23,594.75,17.48,17.83,34.29,6.408,--,--,--,--,23.6,25.14,17.48,34.29,16.81,8.748149,,
594, 2024/5/3 14:14:24,595.76,17.47,17.81,34.28,6.368,--,--,--,--,23.59,25.12,17.47,34.28,16.81,8.742091,,
595, 2024/5/3 14:14:25,596.76,17.5,17.8,34.26,6.368,--,--,--,--,23.6,25.12,17.5,34.26,16.76,8.729158,,
596, 2024/5/3 14:14:26,597.76,17.51,17.8,34.24,6.36,--,--,--,--,23.59,25.11,17.51,34.24,16.73,8.71706,,
597, 2024/5/3 14:14:27,598.76,17.51,17.85,34.2,6.376,--,--,--,--,23.59,25.12,17.51,34.2,16.69,8.693588,,
598, 2024/5/3 14:14:28,599.76,17.49,17.86,34.24,6.4,--,--,--,--,23.6,25.13,17.49,34.24,16.75,8.717237,,
599, 2024/5/3 14:14:29,600.76,17.49,17.85,34.2,6.392,--,--,--,--,23.6,25.12,17.49,34.2,16.71,8.703874,,
600, 2024/5/3 14:14:30,601.77,17.52,17.84,34.2,6.368,--,--,--,--,23.6,25.12,17.52,34.2,16.68,8.691242,,
601, 2024/5/3 14:14:31,602.76,17.48,17.87,34.19,6.376,--,--,--,--,23.6,25.11,17.48,34.19,16.71,8.69331,,
602, 2024/5/3 14:14:32,603.77,17.49,17.9,34.18,6.384,--,--,--,--,23.61,25.12,17.49,34.18,16.69,8.6808,,
603, 2024/5/3 14:14:33,604.77,17.49,17.91,34.22,6.36,--,--,--,--,23.61,25.13,17.49,34.22,16.73,8.685307,,
604, 2024/5/3 14:14:34,605.77,17.49,17.93,34.15,6.416,--,--,--,--,23.6,25.13,17.49,34.15,16.66,8.671004,,
605, 2024/5/3 14:14:35,606.77,17.46,18,34.14,6.408,--,--,--,--,23.6,25.14,17.46,34.14,16.68,8.654826,,
606, 2024/5/3 14:14:36,607.77,17.5,18.01,34.17,6.368,--,--,--,--,23.6,25.15,17.5,34.17,16.67,8.639538,,
607, 2024/5/3 14:14:37,608.77,17.5,18.1,34.13,6.36,--,--,--,--,23.6,25.16,17.5,34.13,16.63,8.5987,,
608, 2024/5/3 14:14:38,609.77,17.49,18.09,34.11,6.392,--,--,--,--,23.6,25.16,17.49,34.11,16.62,8.606377,,
609, 2024/5/3 14:14:39,610.78,17.52,18.1,34.14,6.392,--,--,--,--,23.6,25.17,17.52,34.14,16.62,8.60515,,
610, 2024/5/3 14:14:40,611.78,17.49,18.09,34.08,6.376,--,--,--,--,23.6,25.14,17.49,34.08,16.59,8.591498,,
611, 2024/5/3 14:14:41,612.78,17.49,18.12,34.09,6.4,--,--,--,--,23.6,25.16,17.49,34.09,16.6,8.593481,,
612, 2024/5/3 14:14:42,613.78,17.51,18.07,34.09,6.384,--,--,--,--,23.6,25.15,17.51,34.09,16.58,8.596751,,
613, 2024/5/3 14:14:43,614.78,17.49,18.07,34.08,6.376,--,--,--,--,23.61,25.14,17.49,34.08,16.59,8.596975,,
614, 2024/5/3 14:14:44,615.78,17.48,18.09,34.08,6.368,--,--,--,--,23.6,25.14,17.48,34.08,16.6,8.592232,,
615, 2024/5/3 14:14:45,616.78,17.48,18.14,34.04,6.376,--,--,--,--,23.6,25.14,17.48,34.04,16.56,8.566962,,
616, 2024/5/3 14:14:46,617.79,17.54,18.46,34.06,6.392,--,--,--,--,23.6,25.25,17.54,34.06,16.52,8.474014,,
617, 2024/5/3 14:14:47,618.79,17.53,18.86,34,6.392,--,--,--,--,23.6,25.33,17.53,34,16.47,8.351243,,
618, 2024/5/3 14:14:48,619.79,17.57,18.99,34.03,6.376,--,--,--,--,23.6,25.38,17.57,34.03,16.46,8.311267,,
619, 2024/5/3 14:14:49,620.79,17.55,18.93,34,6.392,--,--,--,--,23.6,25.35,17.55,34,16.45,8.32697,,
620, 2024/5/3 14:14:50,621.79,17.54,18.85,34.01,6.408,--,--,--,--,23.6,25.34,17.54,34.01,16.47,8.358647,,
621, 2024/5/3 14:14:51,622.79,17.53,18.72,33.99,6.368,--,--,--,--,23.6,25.29,17.53,33.99,16.46,8.37744,,
622, 2024/5/3 14:14:52,623.8,17.53,18.67,34,6.36,--,--,--,--,23.6,25.27,17.53,34,16.47,8.39176,,
623, 2024/5/3 14:14:53,624.8,17.5,18.7,33.97,6.376,--,--,--,--,23.6,25.27,17.5,33.97,16.47,8.387239,,
624, 2024/5/3 14:14:54,625.8,17.51,18.61,33.98,6.384,--,--,--,--,23.6,25.26,17.51,33.98,16.47,8.413459,,
625, 2024/5/3 14:14:55,626.8,17.49,18.54,33.95,6.352,--,--,--,--,23.59,25.22,17.49,33.95,16.46,8.418703,,
626, 2024/5/3 14:14:56,627.8,17.54,18.8,33.96,6.408,--,--,--,--,23.61,25.31,17.54,33.96,16.42,8.354341,,
627, 2024/5/3 14:14:57,628.8,17.56,19.14,33.92,6.384,--,--,--,--,23.61,25.39,17.56,33.92,16.36,8.24041,,
628, 2024/5/3 14:14:58,629.8,17.58,19.23,33.91,6.376,--,--,--,--,23.6,25.41,17.58,33.91,16.33,8.205714,,
629, 2024/5/3 14:14:59,630.8,17.55,19.31,33.92,6.392,--,--,--,--,23.6,25.43,17.55,33.92,16.37,8.203228,,
630, 2024/5/3 14:15:00,631.81,17.57,19.38,33.92,6.384,--,--,--,--,23.6,25.45,17.57,33.92,16.35,8.177226,,
631, 2024/5/3 14:15:01,632.81,17.57,19.42,33.9,6.4,--,--,--,--,23.61,25.46,17.57,33.9,16.33,8.164919,,
632, 2024/5/3 14:15:02,633.81,17.59,19.5,33.88,6.4,--,--,--,--,23.6,25.48,17.59,33.88,16.29,8.131915,,
633, 2024/5/3 14:15:03,634.81,17.62,19.58,33.88,6.384,--,--,--,--,23.6,25.5,17.62,33.88,16.26,8.098181,,
634, 2024/5/3 14:15:04,635.81,17.7,19.78,33.85,6.408,--,--,--,--,23.62,25.57,17.7,33.85,16.15,8.020053,,
635, 2024/5/3 14:15:05,636.81,17.7,19.81,33.87,6.376,--,--,--,--,23.61,25.57,17.7,33.87,16.17,8.010828,,
636, 2024/5/3 14:15:06,637.82,17.67,19.82,33.84,6.376,--,--,--,--,23.6,25.56,17.67,33.84,16.17,8.007926,,
637, 2024/5/3 14:15:07,638.81,17.67,19.73,33.85,6.384,--,--,--,--,23.62,25.54,17.67,33.85,16.18,8.035203,,
638, 2024/5/3 14:15:08,639.82,17.67,19.59,33.78,6.384,--,--,--,--,23.61,25.49,17.67,33.78,16.11,8.045108,,
639, 2024/5/3 14:15:09,640.82,17.62,19.47,33.79,6.376,--,--,--,--,23.61,25.45,17.62,33.79,16.17,8.091899,,
640, 2024/5/3 14:15:10,641.82,17.6,19.34,33.81,6.36,--,--,--,--,23.61,25.41,17.6,33.81,16.21,8.132885,,
641, 2024/5/3 14:15:11,642.82,17.61,19.19,33.79,6.376,--,--,--,--,23.6,25.38,17.61,33.79,16.18,8.164924,,
642, 2024/5/3 14:15:12,643.82,17.63,19.14,33.76,6.392,--,--,--,--,23.61,25.37,17.63,33.76,16.13,8.165497,,
643, 2024/5/3 14:15:13,644.82,17.62,18.99,33.75,6.36,--,--,--,--,23.61,25.31,17.62,33.75,16.13,8.194479,,
644, 2024/5/3 14:15:14,645.82,17.6,18.9,33.74,6.384,--,--,--,--,23.61,25.29,17.6,33.74,16.14,8.227345,,
645, 2024/5/3 14:15:15,646.83,17.61,18.83,33.74,6.392,--,--,--,--,23.61,25.28,17.61,33.74,16.13,8.244705,,
646, 2024/5/3 14:15:16,647.83,17.61,18.76,33.71,6.384,--,--,--,--,23.61,25.25,17.61,33.71,16.1,8.250458,,
647, 2024/5/3 14:15:17,648.83,17.61,18.68,33.74,6.368,--,--,--,--,23.61,25.23,17.61,33.74,16.13,8.277195,,
648, 2024/5/3 14:15:18,649.83,17.62,18.64,33.72,6.4,--,--,--,--,23.61,25.23,17.62,33.72,16.1,8.287025,,
649, 2024/5/3 14:15:19,650.83,17.58,18.63,33.68,6.392,--,--,--,--,23.61,25.21,17.58,33.68,16.1,8.285982,,
650, 2024/5/3 14:15:20,651.84,17.59,18.64,33.66,6.36,--,--,--,--,23.61,25.2,17.59,33.66,16.07,8.264247,,
651, 2024/5/3 14:15:21,652.83,17.6,18.66,33.69,6.376,--,--,--,--,23.62,25.22,17.6,33.69,16.09,8.270728,,
652, 2024/5/3 14:15:22,653.84,17.59,18.59,33.68,6.336,--,--,--,--,23.61,25.18,17.59,33.68,16.09,8.277452,,
653, 2024/5/3 14:15:23,654.84,17.59,18.58,33.65,6.36,--,--,--,--,23.61,25.18,17.59,33.65,16.06,8.276737,,
654, 2024/5/3 14:15:24,655.84,17.61,18.55,33.67,6.368,--,--,--,--,23.62,25.18,17.61,33.67,16.06,8.287748,,
655, 2024/5/3 14:15:25,656.84,17.57,18.6,33.65,6.368,--,--,--,--,23.6,25.18,17.57,33.65,16.08,8.279853,,
656, 2024/5/3 14:15:26,657.84,17.56,18.63,33.67,6.368,--,--,--,--,23.61,25.19,17.56,33.67,16.11,8.281809,,
657, 2024/5/3 14:15:27,658.84,17.58,18.7,33.61,6.36,--,--,--,--,23.61,25.2,17.58,33.61,16.03,8.234449,,
658, 2024/5/3 14:15:28,659.84,17.56,18.69,33.61,6.376,--,--,--,--,23.61,25.19,17.56,33.61,16.05,8.247861,,
659, 2024/5/3 14:15:29,660.85,17.62,18.66,33.61,6.368,--,--,--,--,23.6,25.2,17.62,33.61,15.99,8.235006,,
660, 2024/5/3 14:15:30,661.85,17.58,18.65,33.56,6.368,--,--,--,--,23.61,25.17,17.58,33.56,15.98,8.232932,,
661, 2024/5/3 14:15:31,662.85,17.6,18.61,33.57,6.368,--,--,--,--,23.61,25.17,17.6,33.57,15.97,8.24078,,
662, 2024/5/3 14:15:32,663.85,17.61,18.59,33.54,6.368,--,--,--,--,23.61,25.16,17.61,33.54,15.93,8.232849,,
663, 2024/5/3 14:15:33,664.85,17.59,18.55,33.57,6.352,--,--,--,--,23.61,25.15,17.59,33.57,15.98,8.255157,,
664, 2024/5/3 14:15:34,665.85,17.59,18.58,33.53,6.368,--,--,--,--,23.61,25.15,17.59,33.53,15.94,8.238233,,
665, 2024/5/3 14:15:35,666.85,17.56,18.52,33.5,6.384,--,--,--,--,23.61,25.13,17.56,33.5,15.94,8.257883,,
666, 2024/5/3 14:15:36,667.86,17.56,18.58,33.55,6.384,--,--,--,--,23.63,25.15,17.56,33.55,15.99,8.25885,,
667, 2024/5/3 14:15:37,668.86,17.61,18.55,33.53,6.368,--,--,--,--,23.62,25.15,17.61,33.53,15.92,8.240116,,
668, 2024/5/3 14:15:38,669.86,17.6,18.53,33.48,6.376,--,--,--,--,23.61,25.13,17.6,33.48,15.88,8.23391,,
669, 2024/5/3 14:15:39,670.86,17.57,18.54,33.47,6.368,--,--,--,--,23.62,25.12,17.57,33.47,15.9,8.234679,,
670, 2024/5/3 14:15:40,671.86,17.57,18.47,33.46,6.384,--,--,--,--,23.6,25.11,17.57,33.46,15.89,8.254689,,
671, 2024/5/3 14:15:41,672.86,17.59,18.47,33.46,6.376,--,--,--,--,23.62,25.11,17.59,33.46,15.87,8.246262,,
672, 2024/5/3 14:15:42,673.87,17.59,18.42,33.46,6.368,--,--,--,--,23.61,25.09,17.59,33.46,15.87,8.257359,,
673, 2024/5/3 14:15:43,674.86,17.59,18.42,33.46,6.344,--,--,--,--,23.61,25.09,17.59,33.46,15.87,8.250336,,
674, 2024/5/3 14:15:44,675.87,17.58,18.39,33.45,6.352,--,--,--,--,23.6,25.08,17.58,33.45,15.87,8.260406,,
675, 2024/5/3 14:15:45,676.87,17.61,18.35,33.44,6.36,--,--,--,--,23.61,25.07,17.61,33.44,15.83,8.261139,,
676, 2024/5/3 14:15:46,677.87,17.62,18.42,33.39,6.368,--,--,--,--,23.62,25.08,17.62,33.39,15.77,8.224672,,
677, 2024/5/3 14:15:47,678.87,17.57,18.4,33.4,6.384,--,--,--,--,23.61,25.07,17.57,33.4,15.83,8.253287,,
678, 2024/5/3 14:15:48,679.87,17.6,18.41,33.39,6.36,--,--,--,--,23.61,25.07,17.6,33.39,15.79,8.231065,,
679, 2024/5/3 14:15:49,680.87,17.57,18.42,33.4,6.368,--,--,--,--,23.61,25.07,17.57,33.4,15.83,8.243185,,
680, 2024/5/3 14:15:50,681.87,17.59,18.43,33.39,6.392,--,--,--,--,23.61,25.09,17.59,33.39,15.8,8.238146,,
681, 2024/5/3 14:15:51,682.88,17.6,18.48,33.37,6.4,--,--,--,--,23.61,25.1,17.6,33.37,15.77,8.217318,,
682, 2024/5/3 14:15:52,683.88,17.56,18.45,33.36,6.368,--,--,--,--,23.6,25.07,17.56,33.36,15.8,8.224709,,
683, 2024/5/3 14:15:53,684.88,17.62,18.45,33.36,6.368,--,--,--,--,23.62,25.08,17.62,33.36,15.74,8.206487,,
684, 2024/5/3 14:15:54,685.88,17.6,18.41,33.36,6.384,--,--,--,--,23.61,25.07,17.6,33.36,15.76,8.228064,,
685, 2024/5/3 14:15:55,686.88,17.6,18.41,33.37,6.36,--,--,--,--,23.61,25.07,17.6,33.37,15.77,8.224332,,
686, 2024/5/3 14:15:56,687.88,17.6,18.43,33.39,6.384,--,--,--,--,23.63,25.09,17.6,33.39,15.79,8.23275,,
687, 2024/5/3 14:15:57,688.88,17.59,18.43,33.32,6.36,--,--,--,--,23.61,25.06,17.59,33.32,15.73,8.205168,,
688, 2024/5/3 14:15:58,689.89,17.58,18.44,33.32,6.368,--,--,--,--,23.61,25.06,17.58,33.32,15.74,8.207884,,
689, 2024/5/3 14:15:59,690.89,17.6,18.5,33.36,6.4,--,--,--,--,23.62,25.1,17.6,33.36,15.76,8.208597,,
690, 2024/5/3 14:16:00,691.89,17.62,18.58,33.32,6.352,--,--,--,--,23.62,25.1,17.62,33.32,15.7,8.153478,,
691, 2024/5/3 14:16:01,692.89,17.61,18.6,33.27,6.376,--,--,--,--,23.62,25.1,17.61,33.27,15.66,8.141562,,
692, 2024/5/3 14:16:02,693.89,17.65,18.54,33.3,6.368,--,--,--,--,23.62,25.1,17.65,33.3,15.65,8.153036,,
693, 2024/5/3 14:16:03,694.89,17.63,18.49,33.29,6.384,--,--,--,--,23.62,25.08,17.63,33.29,15.66,8.173947,,
694, 2024/5/3 14:16:04,695.89,17.62,18.45,33.25,6.368,--,--,--,--,23.6,25.06,17.62,33.25,15.63,8.169603,,
695, 2024/5/3 14:16:05,696.9,17.64,18.44,33.26,6.392,--,--,--,--,23.62,25.07,17.64,33.26,15.62,8.176746,,
696, 2024/5/3 14:16:06,697.9,17.62,18.44,33.25,6.384,--,--,--,--,23.62,25.06,17.62,33.25,15.63,8.177074,,
697, 2024/5/3 14:16:07,698.9,17.62,18.44,33.27,6.376,--,--,--,--,23.62,25.06,17.62,33.27,15.65,8.181374,,
698, 2024/5/3 14:16:08,699.9,17.62,18.43,33.24,6.368,--,--,--,--,23.62,25.05,17.62,33.24,15.62,8.171656,,
699, 2024/5/3 14:16:09,700.9,17.62,18.41,33.22,6.368,--,--,--,--,23.62,25.04,17.62,33.22,15.6,8.17038,,
700, 2024/5/3 14:16:10,701.9,17.63,18.35,33.22,6.384,--,--,--,--,23.62,25.03,17.63,33.22,15.59,8.188418,,
701, 2024/5/3 14:16:11,702.9,17.62,18.32,33.22,6.368,--,--,--,--,23.62,25.02,17.62,33.22,15.6,8.194801,,
702, 2024/5/3 14:16:12,703.91,17.6,18.27,33.19,6.376,--,--,--,--,23.61,24.99,17.6,33.19,15.59,8.206844,,
703, 2024/5/3 14:16:13,704.91,17.59,18.25,33.18,6.344,--,--,--,--,23.62,24.97,17.59,33.18,15.59,8.202377,,
704, 2024/5/3 14:16:14,705.91,17.61,18.28,33.17,6.36,--,--,--,--,23.62,24.99,17.61,33.17,15.56,8.189645,,
705, 2024/5/3 14:16:15,706.91,17.62,18.36,33.15,6.36,--,--,--,--,23.62,25.01,17.62,33.15,15.53,8.158196,,
706, 2024/5/3 14:16:16,707.91,17.61,18.4,33.17,6.352,--,--,--,--,23.63,25.02,17.61,33.17,15.56,8.15464,,
707, 2024/5/3 14:16:17,708.91,17.59,18.4,33.14,6.384,--,--,--,--,23.62,25.01,17.59,33.14,15.55,8.160339,,
708, 2024/5/3 14:16:18,709.91,17.62,18.41,33.13,6.368,--,--,--,--,23.62,25.02,17.62,33.13,15.51,8.140403,,
709, 2024/5/3 14:16:19,710.92,17.61,18.39,33.11,6.368,--,--,--,--,23.61,25,17.61,33.11,15.5,8.1422,,
710, 2024/5/3 14:16:20,711.92,17.63,18.39,33.11,6.344,--,--,--,--,23.62,25,17.63,33.11,15.48,8.12892,,
711, 2024/5/3 14:16:21,712.92,17.6,18.33,33.09,6.36,--,--,--,--,23.62,24.98,17.6,33.09,15.49,8.152445,,
712, 2024/5/3 14:16:22,713.92,17.64,18.31,33.11,6.36,--,--,--,--,23.62,24.99,17.64,33.11,15.47,8.15249,,
713, 2024/5/3 14:16:23,714.92,17.62,18.32,33.09,6.368,--,--,--,--,23.63,24.98,17.62,33.09,15.47,8.151558,,
714, 2024/5/3 14:16:24,715.92,17.59,18.29,33.07,6.36,--,--,--,--,23.62,24.96,17.59,33.07,15.48,8.159714,,
715, 2024/5/3 14:16:25,716.93,17.61,18.29,33.08,6.36,--,--,--,--,23.62,24.97,17.61,33.08,15.47,8.157011,,
716, 2024/5/3 14:16:26,717.92,17.64,18.29,33.04,6.352,--,--,--,--,23.62,24.96,17.64,33.04,15.4,8.132323,,
717, 2024/5/3 14:16:27,718.93,17.61,18.25,33.08,6.368,--,--,--,--,23.62,24.96,17.61,33.08,15.47,8.170365,,
718, 2024/5/3 14:16:28,719.93,17.6,18.24,33.06,6.344,--,--,--,--,23.62,24.94,17.6,33.06,15.46,8.16221,,
719, 2024/5/3 14:16:29,720.93,17.62,18.23,33.04,6.344,--,--,--,--,23.63,24.94,17.62,33.04,15.42,8.152328,,
720, 2024/5/3 14:16:30,721.93,17.61,18.19,33.01,6.336,--,--,--,--,23.62,24.92,17.61,33.01,15.4,8.153951,,
721, 2024/5/3 14:16:31,722.93,17.65,18.17,33.04,6.336,--,--,--,--,23.63,24.93,17.65,33.04,15.39,8.157471,,
722, 2024/5/3 14:16:32,723.93,17.58,18.16,32.99,6.376,--,--,--,--,23.61,24.91,17.58,32.99,15.41,8.176752,,
723, 2024/5/3 14:16:33,724.93,17.58,18.19,33,6.36,--,--,--,--,23.63,24.92,17.58,33,15.42,8.16692,,
724, 2024/5/3 14:16:34,725.94,17.61,18.24,32.97,6.376,--,--,--,--,23.63,24.93,17.61,32.97,15.36,8.139216,,
725, 2024/5/3 14:16:35,726.94,17.62,18.24,32.98,6.344,--,--,--,--,23.63,24.93,17.62,32.98,15.36,8.129746,,
726, 2024/5/3 14:16:36,727.94,17.61,18.25,32.97,6.344,--,--,--,--,23.62,24.93,17.61,32.97,15.36,8.126704,,
727, 2024/5/3 14:16:37,728.94,17.61,18.27,32.94,6.336,--,--,--,--,23.63,24.92,17.61,32.94,15.33,8.108895,,
728, 2024/5/3 14:16:38,729.94,17.61,18.29,32.93,6.352,--,--,--,--,23.62,24.93,17.61,32.93,15.32,8.105027,,
729, 2024/5/3 14:16:39,730.94,17.62,18.27,32.92,6.352,--,--,--,--,23.62,24.92,17.62,32.92,15.3,8.104197,,
730, 2024/5/3 14:16:40,731.94,17.6,18.31,32.94,6.36,--,--,--,--,23.62,24.94,17.6,32.94,15.34,8.108325,,
731, 2024/5/3 14:16:41,732.95,17.62,18.34,32.94,6.352,--,--,--,--,23.63,24.95,17.62,32.94,15.32,8.091679,,
732, 2024/5/3 14:16:42,733.95,17.63,18.31,32.9,6.36,--,--,--,--,23.63,24.93,17.63,32.9,15.27,8.08614,,
733, 2024/5/3 14:16:43,734.95,17.59,18.35,32.95,6.36,--,--,--,--,23.63,24.95,17.59,32.95,15.36,8.103766,,
734, 2024/5/3 14:16:44,735.95,17.61,18.31,32.93,6.368,--,--,--,--,23.63,24.94,17.61,32.93,15.32,8.104473,,
735, 2024/5/3 14:16:45,736.95,17.63,18.37,32.93,6.344,--,--,--,--,23.63,24.95,17.63,32.93,15.3,8.074767,,
736, 2024/5/3 14:16:46,737.95,17.6,18.38,32.94,6.368,--,--,--,--,23.64,24.96,17.6,32.94,15.34,8.091763,,
737, 2024/5/3 14:16:47,738.95,17.6,18.33,32.9,6.336,--,--,--,--,23.62,24.92,17.6,32.9,15.3,8.082379,,
738, 2024/5/3 14:16:48,739.96,17.6,18.37,32.9,6.344,--,--,--,--,23.62,24.94,17.6,32.9,15.3,8.073971,,
739, 2024/5/3 14:16:49,740.96,17.61,18.42,32.89,6.32,--,--,--,--,23.62,24.94,17.61,32.89,15.28,8.046776,,
740, 2024/5/3 14:16:50,741.96,17.6,18.44,32.87,6.352,--,--,--,--,23.62,24.95,17.6,32.87,15.27,8.047647,,
741, 2024/5/3 14:16:51,742.96,17.6,18.44,32.85,6.32,--,--,--,--,23.62,24.93,17.6,32.85,15.25,8.031261,,
742, 2024/5/3 14:16:52,743.96,17.6,18.45,32.84,6.32,--,--,--,--,23.62,24.93,17.6,32.84,15.24,8.025281,,
743, 2024/5/3 14:16:53,744.96,17.59,18.44,32.82,6.36,--,--,--,--,23.63,24.94,17.59,32.82,15.23,8.036776,,
744, 2024/5/3 14:16:54,745.96,17.61,18.44,32.8,6.352,--,--,--,--,23.63,24.93,17.61,32.8,15.19,8.021676,,
745, 2024/5/3 14:16:55,746.97,17.61,18.45,32.77,6.344,--,--,--,--,23.62,24.93,17.61,32.77,15.16,8.006703,,
746, 2024/5/3 14:16:56,747.97,17.6,18.42,32.79,6.32,--,--,--,--,23.62,24.91,17.6,32.79,15.19,8.016972,,
747, 2024/5/3 14:16:57,748.97,17.59,18.38,32.75,6.328,--,--,--,--,23.62,24.89,17.59,32.75,15.16,8.02021,,
748, 2024/5/3 14:16:58,749.97,17.6,18.38,32.77,6.32,--,--,--,--,23.62,24.9,17.6,32.77,15.17,8.02124,,
749, 2024/5/3 14:16:59,750.97,17.59,18.35,32.78,6.344,--,--,--,--,23.63,24.9,17.59,32.78,15.19,8.04309,,
750, 2024/5/3 14:17:00,751.97,17.61,18.36,32.78,6.336,--,--,--,--,23.62,24.9,17.61,32.78,15.17,8.031847,,
751, 2024/5/3 14:17:01,752.97,17.6,18.35,32.76,6.36,--,--,--,--,23.63,24.9,17.6,32.76,15.16,8.038495,,
752, 2024/5/3 14:17:02,753.97,17.63,18.33,32.73,6.344,--,--,--,--,23.63,24.89,17.63,32.73,15.1,8.020126,,
753, 2024/5/3 14:17:03,754.98,17.61,18.31,32.75,6.336,--,--,--,--,23.62,24.88,17.61,32.75,15.14,8.035652,,
754, 2024/5/3 14:17:04,755.98,17.6,18.34,32.72,6.32,--,--,--,--,23.62,24.88,17.6,32.72,15.12,8.015758,,
755, 2024/5/3 14:17:05,756.98,17.6,18.31,32.73,6.328,--,--,--,--,23.63,24.87,17.6,32.73,15.13,8.029664,,
756, 2024/5/3 14:17:06,757.98,17.61,18.31,32.73,6.328,--,--,--,--,23.62,24.88,17.61,32.73,15.12,8.026647,,
757, 2024/5/3 14:17:07,758.98,17.56,18.3,32.7,6.312,--,--,--,--,23.62,24.85,17.56,32.7,15.14,8.029726,,
758, 2024/5/3 14:17:08,759.99,17.61,18.28,32.72,6.344,--,--,--,--,23.63,24.87,17.61,32.72,15.11,8.036547,,
759, 2024/5/3 14:17:09,760.99,17.6,18.29,32.7,6.344,--,--,--,--,23.63,24.87,17.6,32.7,15.1,8.03032,,
760, 2024/5/3 14:17:10,761.99,17.59,18.29,32.68,6.32,--,--,--,--,23.62,24.85,17.59,32.68,15.09,8.019356,,
761, 2024/5/3 14:17:11,762.99,17.61,18.33,32.7,6.312,--,--,--,--,23.63,24.87,17.61,32.7,15.09,8.006449,,
762, 2024/5/3 14:17:12,763.99,17.58,18.38,32.7,6.328,--,--,--,--,23.63,24.88,17.58,32.7,15.12,8.006941,,
763, 2024/5/3 14:17:13,764.99,17.61,18.43,32.67,6.32,--,--,--,--,23.62,24.89,17.61,32.67,15.06,7.972051,,
764, 2024/5/3 14:17:14,765.99,17.59,18.45,32.66,6.328,--,--,--,--,23.63,24.89,17.59,32.66,15.07,7.971993,,
765, 2024/5/3 14:17:15,766.99,17.58,18.42,32.68,6.32,--,--,--,--,23.62,24.88,17.58,32.68,15.1,7.98714,,
766, 2024/5/3 14:17:16,767.99,17.59,18.46,32.66,6.336,--,--,--,--,23.62,24.89,17.59,32.66,15.07,7.971797,,
767, 2024/5/3 14:17:17,769,17.58,18.55,32.62,6.32,--,--,--,--,23.62,24.9,17.58,32.62,15.04,7.932777,,
768, 2024/5/3 14:17:18,770,17.58,18.55,32.64,6.312,--,--,--,--,23.62,24.9,17.58,32.64,15.06,7.936778,,
769, 2024/5/3 14:17:19,771,17.61,18.55,32.65,6.344,--,--,--,--,23.63,24.92,17.61,32.65,15.04,7.94079,,
770, 2024/5/3 14:17:20,772,17.59,18.58,32.63,6.328,--,--,--,--,23.63,24.91,17.59,32.63,15.04,7.927447,,
771, 2024/5/3 14:17:21,773,17.63,18.53,32.61,6.328,--,--,--,--,23.62,24.91,17.63,32.61,14.98,7.922043,,
772, 2024/5/3 14:17:22,774,17.63,18.52,32.62,6.304,--,--,--,--,23.62,24.9,17.63,32.62,14.99,7.920481,,
773, 2024/5/3 14:17:23,775.01,17.64,18.46,32.56,6.32,--,--,--,--,23.63,24.88,17.64,32.56,14.92,7.919132,,
774, 2024/5/3 14:17:24,776.01,17.62,18.45,32.57,6.328,--,--,--,--,23.64,24.87,17.62,32.57,14.95,7.933669,,
775, 2024/5/3 14:17:25,777.01,17.6,18.41,32.58,6.312,--,--,--,--,23.62,24.86,17.6,32.58,14.98,7.948781,,
776, 2024/5/3 14:17:26,778.01,17.6,18.4,32.52,6.344,--,--,--,--,23.62,24.85,17.6,32.52,14.92,7.942173,,
777, 2024/5/3 14:17:27,779.01,17.58,18.44,32.58,6.32,--,--,--,--,23.63,24.86,17.58,32.58,15,7.94929,,
778, 2024/5/3 14:17:28,780.01,17.62,18.48,32.58,6.336,--,--,--,--,23.63,24.89,17.62,32.58,14.96,7.931329,,
779, 2024/5/3 14:17:29,781.01,17.62,18.48,32.56,6.312,--,--,--,--,23.63,24.87,17.62,32.56,14.94,7.917328,,
780, 2024/5/3 14:17:30,782.01,17.6,18.43,32.55,6.312,--,--,--,--,23.63,24.85,17.6,32.55,14.95,7.933668,,
781, 2024/5/3 14:17:31,783.02,17.64,18.63,32.55,6.336,--,--,--,--,23.64,24.92,17.64,32.55,14.91,7.875342,,
782, 2024/5/3 14:17:32,784.02,17.69,18.92,32.54,6.32,--,--,--,--,23.63,25,17.69,32.54,14.85,7.775167,,
783, 2024/5/3 14:17:33,785.02,17.68,19.15,32.52,6.32,--,--,--,--,23.63,25.05,17.68,32.52,14.84,7.712584,,
